
--- Training session started at Wed Apr 22 00:03:06 2026 ---
    Step    Epoch   TrLoss   TrPPL   VaLoss   VaPPL   GradN     Mem
    4080   15/20    1.7424     5.7       --      --   0.492   279M/756M
    4090   15/20    1.7073     5.5       --      --   0.458   279M/756M
    4100   15/20    1.6272     5.1       --      --   0.449   279M/756M
    4110   15/20    1.9318     6.9       --      --   0.512   279M/756M
    4120   15/20    1.5040     4.5       --      --   0.472   279M/756M
    4130   15/20    1.8763     6.5       --      --   0.472   279M/756M
    4140   15/20    2.0497     7.8       --      --   0.526   279M/756M
---------------------------------------------------------------------------
  EPOCH 15/20 SUMMARY: TrLoss=1.7505 | VaLoss=1.8657 | VaPPL=6.5
---------------------------------------------------------------------------
    4150   16/20    1.5433     4.7       --      --   0.472   279M/756M
    4160   16/20    1.7052     5.5       --      --   0.480   279M/756M
    4170   16/20    1.8379     6.3       --      --   0.484   279M/756M
    4180   16/20    1.6458     5.2       --      --   0.455   279M/756M
    4190   16/20    1.6770     5.3       --      --   0.435   279M/756M
    4200   16/20    1.6078     5.0       --      --   0.468   279M/756M
    4210   16/20    1.7682     5.9       --      --   0.500   279M/756M
    4220   16/20    1.6891     5.4       --      --   0.468   279M/756M
    4230   16/20    1.5966     4.9       --      --   0.440   279M/756M
    4240   16/20    1.8336     6.3       --      --   0.483   279M/756M
    4250   16/20    1.7758     5.9       --      --   0.515   279M/756M
    4260   16/20    1.8214     6.2       --      --   0.496   279M/756M
    4270   16/20    1.8267     6.2       --      --   0.494   279M/756M
    4280   16/20    1.9108     6.8       --      --   0.492   279M/756M
    4290   16/20    1.6984     5.5       --      --   0.461   279M/756M
    4300   16/20    1.5850     4.9       --      --   0.460   279M/756M
    4310   16/20    1.6717     5.3       --      --   0.503   279M/756M
    4320   16/20    1.5584     4.8       --      --   0.461   279M/756M
    4330   16/20    1.7088     5.5       --      --   0.454   279M/756M
    4340   16/20    1.6523     5.2       --      --   0.497   279M/756M
    4350   16/20    1.6587     5.3       --      --   0.458   279M/756M
    4360   16/20    1.7771     5.9       --      --   0.488   279M/756M
    4370   16/20    1.9390     7.0       --      --   0.540   279M/756M
    4380   16/20    1.6239     5.1       --      --   0.465   279M/756M
    4390   16/20    1.4517     4.3       --      --   0.454   279M/756M
    4400   16/20    1.7773     5.9       --      --   0.522   279M/756M
    4410   16/20    1.7585     5.8       --      --   0.481   279M/756M
---------------------------------------------------------------------------
  EPOCH 16/20 SUMMARY: TrLoss=1.7435 | VaLoss=1.8627 | VaPPL=6.4
---------------------------------------------------------------------------
    4420   17/20    1.6901     5.4       --      --   0.488   279M/756M
    4430   17/20    1.4972     4.5       --      --   0.460   279M/756M
    4440   17/20    1.7250     5.6       --      --   0.464   279M/756M
    4450   17/20    1.8106     6.1       --      --   0.522   279M/756M
    4460   17/20    1.7735     5.9       --      --   0.491   279M/756M
    4470   17/20    1.6476     5.2       --      --   0.486   279M/756M
    4480   17/20    2.3087    10.1       --      --   0.551   279M/756M
    4490   17/20    1.8525     6.4       --      --   0.519   279M/756M
    4500   17/20    1.6470     5.2       --      --   0.482   279M/756M
    4510   17/20    1.7504     5.8       --      --   0.507   279M/756M
    4520   17/20    1.4598     4.3       --      --   0.427   279M/756M
    4530   17/20    1.5825     4.9       --      --   0.453   279M/756M
    4540   17/20    1.7173     5.6       --      --   0.472   279M/756M
    4550   17/20    1.7971     6.0       --      --   0.495   279M/756M
    4560   17/20    1.6580     5.2       --      --   0.524   279M/756M
    4570   17/20    1.8012     6.1       --      --   0.506   279M/756M
    4580   17/20    1.8097     6.1       --      --   0.514   279M/756M
    4590   17/20    1.7605     5.8       --      --   0.500   279M/756M
    4600   17/20    1.7314     5.6       --      --   0.478   279M/756M
    4610   17/20    1.4143     4.1       --      --   0.461   279M/756M
    4620   17/20    1.5332     4.6       --      --   0.478   279M/756M
    4630   17/20    1.9759     7.2       --      --   0.532   279M/756M
    4640   17/20    1.6538     5.2       --      --   0.459   279M/756M
    4650   17/20    1.7228     5.6       --      --   0.490   279M/756M
    4660   17/20    1.8179     6.2       --      --   0.512   279M/756M
    4670   17/20    1.3766     4.0       --      --   0.441   279M/756M
    4680   17/20    1.6712     5.3       --      --   0.490   279M/756M
    4690   17/20    1.7677     5.9       --      --   0.489   279M/756M
---------------------------------------------------------------------------
  EPOCH 17/20 SUMMARY: TrLoss=1.7368 | VaLoss=1.8596 | VaPPL=6.4
---------------------------------------------------------------------------
    4700   18/20    1.6358     5.1       --      --   0.493   279M/756M
    4710   18/20    1.5721     4.8       --      --   0.469   279M/756M
    4720   18/20    1.7285     5.6       --      --   0.477   279M/756M
    4730   18/20    1.8261     6.2       --      --   0.494   279M/756M
    4740   18/20    1.5885     4.9       --      --   0.472   279M/756M
    4750   18/20    1.8086     6.1       --      --   0.522   279M/756M
    4760   18/20    1.4279     4.2       --      --   0.453   279M/756M
    4770   18/20    1.7527     5.8       --      --   0.486   279M/756M
    4780   18/20    1.7283     5.6       --      --   0.476   279M/756M
    4790   18/20    1.5432     4.7       --      --   0.483   279M/756M
    4800   18/20    1.8336     6.3       --      --   0.503   279M/756M
    4810   18/20    1.9011     6.7       --      --   0.517   279M/756M
    4820   18/20    1.6792     5.4       --      --   0.451   279M/756M
    4830   18/20    1.5322     4.6       --      --   0.459   279M/756M
    4840   18/20    1.9257     6.9       --      --   0.548   279M/756M
    4850   18/20    1.5075     4.5       --      --   0.465   279M/756M
    4860   18/20    1.6909     5.4       --      --   0.465   279M/756M
    4870   18/20    1.7114     5.5       --      --   0.506   279M/756M
    4880   18/20    1.9211     6.8       --      --   0.498   279M/756M
    4890   18/20    1.7390     5.7       --      --   0.489   279M/756M
    4900   18/20    2.1443     8.5       --      --   0.530   279M/756M
    4910   18/20    1.8221     6.2       --      --   0.485   279M/756M
    4920   18/20    1.5433     4.7       --      --   0.493   279M/756M
    4930   18/20    1.8157     6.1       --      --   0.514   279M/756M
    4940   18/20    1.6735     5.3       --      --   0.483   279M/756M
    4950   18/20    1.8050     6.1       --      --   0.505   279M/756M
    4960   18/20    1.5046     4.5       --      --   0.472   279M/756M
---------------------------------------------------------------------------
  EPOCH 18/20 SUMMARY: TrLoss=1.7284 | VaLoss=1.8566 | VaPPL=6.4
---------------------------------------------------------------------------
    4970   19/20    1.8702     6.5       --      --   0.529   279M/756M
    4980   19/20    1.5806     4.9       --      --   0.469   279M/756M
    4990   19/20    1.7892     6.0       --      --   0.556   279M/756M
    5000   19/20    1.9025     6.7       --      --   0.514   279M/756M
    5010   19/20    1.6374     5.1       --      --   0.476   279M/756M
    5020   19/20    1.7153     5.6       --      --   0.492   279M/756M
    5030   19/20    1.5829     4.9       --      --   0.480   279M/756M
    5040   19/20    1.6696     5.3       --      --   0.476   279M/756M
    5050   19/20    1.7061     5.5       --      --   0.483   279M/756M
    5060   19/20    1.7746     5.9       --      --   0.509   279M/756M
    5070   19/20    1.8219     6.2       --      --   0.524   279M/756M
    5080   19/20    1.5285     4.6       --      --   0.456   279M/756M
    5090   19/20    1.5815     4.9       --      --   0.474   279M/756M
    5100   19/20    1.7035     5.5       --      --   0.475   279M/756M
    5110   19/20    1.6952     5.4       --      --   0.514   279M/756M
    5120   19/20    1.6928     5.4       --      --   0.481   279M/756M
    5130   19/20    1.9906     7.3       --      --   0.532   279M/756M
    5140   19/20    1.7373     5.7       --      --   0.514   279M/756M
    5150   19/20    1.4458     4.2       --      --   0.449   279M/756M
    5160   19/20    1.7526     5.8       --      --   0.499   279M/756M
    5170   19/20    1.8113     6.1       --      --   0.525   279M/756M
    5180   19/20    1.5391     4.7       --      --   0.491   279M/756M
    5190   19/20    1.5750     4.8       --      --   0.508   279M/756M
    5200   19/20    1.7998     6.0       --      --   0.488   279M/756M
    5210   19/20    1.6471     5.2       --      --   0.521   279M/756M
    5220   19/20    1.7560     5.8       --      --   0.470   279M/756M
    5230   19/20    1.6047     5.0       --      --   0.480   279M/756M
    5240   19/20    1.5520     4.7       --      --   0.486   279M/756M
---------------------------------------------------------------------------
  EPOCH 19/20 SUMMARY: TrLoss=1.7231 | VaLoss=1.8541 | VaPPL=6.4
---------------------------------------------------------------------------
    5250   20/20    2.0246     7.6       --      --   0.567   279M/756M
    5260   20/20    1.7474     5.7       --      --   0.497   279M/756M
    5270   20/20    1.6595     5.3       --      --   0.514   279M/756M
    5280   20/20    1.7732     5.9       --      --   0.492   279M/756M
    5290   20/20    1.6389     5.1       --      --   0.500   279M/756M
    5300   20/20    1.6908     5.4       --      --   0.515   279M/756M
    5310   20/20    1.5430     4.7       --      --   0.484   279M/756M
    5320   20/20    1.8263     6.2       --      --   0.503   279M/756M
    5330   20/20    1.9027     6.7       --      --   0.520   279M/756M
    5340   20/20    1.7658     5.8       --      --   0.526   279M/756M
    5350   20/20    1.9811     7.3       --      --   0.544   279M/756M
    5360   20/20    1.5590     4.8       --      --   0.478   279M/756M
    5370   20/20    2.0038     7.4       --      --   0.570   279M/756M
    5380   20/20    1.7010     5.5       --      --   0.497   279M/756M
    5390   20/20    1.5606     4.8       --      --   0.465   279M/756M
    5400   20/20    1.5983     4.9       --      --   0.471   279M/756M
    5410   20/20    1.5549     4.7       --      --   0.494   279M/756M
    5420   20/20    1.7906     6.0       --      --   0.525   279M/756M
    5430   20/20    1.5835     4.9       --      --   0.460   279M/756M
    5440   20/20    1.8552     6.4       --      --   0.542   279M/756M
    5450   20/20    1.7331     5.7       --      --   0.502   279M/756M
    5460   20/20    1.5000     4.5       --      --   0.458   279M/756M
    5470   20/20    1.5707     4.8       --      --   0.446   279M/756M
    5480   20/20    1.8266     6.2       --      --   0.520   279M/756M
    5490   20/20    1.7738     5.9       --      --   0.535   279M/756M
    5500   20/20    1.7191     5.6       --      --   0.496   279M/756M
    5510   20/20    1.7155     5.6       --      --   0.517   279M/756M
    5520   20/20    1.7910     6.0       --      --   0.515   279M/756M
---------------------------------------------------------------------------
  EPOCH 20/20 SUMMARY: TrLoss=1.7160 | VaLoss=1.8513 | VaPPL=6.4
---------------------------------------------------------------------------
